ID,sex,age,region,politica,region_custom,age_gen,z1,z2
20316,Femenino,24,Metropolitana de Santiago,2,Capital City,Generation Z,0.27483228,0.30337432
20318,Femenino,22,O'Higgins,2,Region,Generation Z,0.354148,0.28992575
20319,Masculino,19,Metropolitana de Santiago,6,Capital City,Generation Z,0.71068525,0.30339724
20320,Femenino,44,Los Lagos,1,Region,Generation X,0.35051957,0.27713823
20321,Masculino,32,Metropolitana de Santiago,7,Capital City,Millennial,0.89550364,0.36486134
20322,Masculino,53,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.9027235,0.263782
20323,Femenino,43,Metropolitana de Santiago,8,Capital City,Generation X,0.565487,0.6962067
20324,Masculino,30,Metropolitana de Santiago,2,Capital City,Millennial,0.37944287,0.32497835
20325,Masculino,57,Biobío,6,Region,Baby Boomer,0.7682141,0.27720585
20326,Masculino,38,Metropolitana de Santiago,2,Capital City,Millennial,0.35226884,0.19605419
20327,Masculino,36,Metropolitana de Santiago,3,Capital City,Millennial,0.6419084,0.19173029
20328,Femenino,56,Aysén,6,Region,Baby Boomer,0.6447445,0.24605927
20329,Masculino,23,Metropolitana de Santiago,6,Capital City,Generation Z,0.7299488,0.30340883
20330,Masculino,68,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.35587162,0.2778375
20331,Femenino,58,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.42316166,0.18878359
20332,Masculino,58,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.45499924,0.26368755
20333,Masculino,33,Metropolitana de Santiago,6,Capital City,Millennial,0.8892858,0.3289305
20334,Femenino,20,Metropolitana de Santiago,7,Capital City,Generation Z,0.8578557,0.22345783
20335,Masculino,54,Biobío,2,Region,Baby Boomer,0.34584227,0.28377816
20336,Masculino,58,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.34979033,0.2635161
20337,Masculino,49,Metropolitana de Santiago,3,Capital City,Generation X,0.38447165,0.28443825
20338,Femenino,25,Metropolitana de Santiago,7,Capital City,Generation Z,0.77531433,0.29344115
20339,Masculino,25,Metropolitana de Santiago,4,Capital City,Generation Z,0.7498691,0.4205565
20340,Femenino,34,Metropolitana de Santiago,4,Capital City,Millennial,0.47061625,0.7971108
20341,Masculino,60,Metropolitana de Santiago,7,Capital City,Baby Boomer,0.88929397,0.2538047
20342,Femenino,32,Metropolitana de Santiago,7,Capital City,Millennial,0.7638532,0.37507623
20343,Masculino,45,Los Lagos,10,Region,Generation X,0.34892687,0.24269658
20344,Masculino,28,Metropolitana de Santiago,0,Capital City,Millennial,0.21890229,0.27113932
20345,Femenino,20,Coquimbo,3,Region,Generation Z,0.3241932,0.41901356
20346,Femenino,30,Biobío,2,Region,Millennial,0.3340426,0.26028508
20347,Femenino,54,Coquimbo,4,Region,Baby Boomer,0.25911576,0.24407403
20348,Femenino,25,Metropolitana de Santiago,2,Capital City,Generation Z,0.39617214,0.27327678
20349,Femenino,45,Biobío,2,Region,Generation X,0.29327127,0.22767939
20350,Femenino,66,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.32922834,0.32500753
20351,Femenino,22,Metropolitana de Santiago,7,Capital City,Generation Z,0.6337368,0.3841256
20352,Femenino,29,Metropolitana de Santiago,0,Capital City,Millennial,0.31759188,0.26317337
20353,Masculino,45,Metropolitana de Santiago,3,Capital City,Generation X,0.4917618,0.2915196
20354,Masculino,26,Metropolitana de Santiago,1,Capital City,Millennial,0.6062608,0.3179973
20355,Femenino,51,Metropolitana de Santiago,10,Capital City,Baby Boomer,0.86979157,0.2556574
20356,Femenino,32,Metropolitana de Santiago,7,Capital City,Millennial,0.61066926,0.22538735
20357,Femenino,60,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.51667815,0.27090582
20358,Femenino,22,Metropolitana de Santiago,0,Capital City,Generation Z,0.37032622,0.29439405
20359,Masculino,30,Metropolitana de Santiago,2,Capital City,Millennial,0.44293916,0.25618696
20360,Masculino,62,Metropolitana de Santiago,8,Capital City,Baby Boomer,0.7230199,0.32088593
20361,Femenino,56,Metropolitana de Santiago,7,Capital City,Baby Boomer,0.6296356,0.25480437
20362,Femenino,54,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.51466346,0.26714295
20363,Femenino,60,Los Lagos,3,Region,Baby Boomer,0.3456992,0.35685587
20364,Femenino,45,Metropolitana de Santiago,0,Capital City,Generation X,0.28862545,0.23681712
20365,Femenino,20,Metropolitana de Santiago,8,Capital City,Generation Z,0.58786154,0.27530718
20366,Femenino,39,Ñuble,2,Region,Generation X,0.44217822,0.27258292
20367,Femenino,40,Metropolitana de Santiago,1,Capital City,Generation X,0.3043193,0.28445658
20368,Masculino,44,Metropolitana de Santiago,2,Capital City,Generation X,0.3162334,0.36955518
20369,Femenino,18,O'Higgins,3,Region,Generation Z,0.31224585,0.30284354
20370,Masculino,43,Metropolitana de Santiago,3,Capital City,Generation X,0.71327245,0.7909194
20371,Masculino,47,Metropolitana de Santiago,8,Capital City,Generation X,0.9081641,0.2178962
20372,Femenino,26,Biobío,10,Region,Millennial,0.4995556,0.36405158
20373,Femenino,29,Metropolitana de Santiago,1,Capital City,Millennial,0.19942437,0.6085313
20374,Femenino,26,Metropolitana de Santiago,2,Capital City,Millennial,0.31537178,0.42122605
20375,Masculino,37,Metropolitana de Santiago,2,Capital City,Millennial,0.6082334,0.28820336
20376,Masculino,26,Metropolitana de Santiago,1,Capital City,Millennial,0.3665954,0.2605303
20377,Femenino,30,Metropolitana de Santiago,4,Capital City,Millennial,0.6909113,0.25512934
20378,Masculino,25,Metropolitana de Santiago,2,Capital City,Generation Z,0.4197424,0.33859053
20379,Femenino,25,Metropolitana de Santiago,2,Capital City,Generation Z,0.23645866,0.41294113
20380,Femenino,48,Metropolitana de Santiago,1,Capital City,Generation X,0.42257816,0.28814405
20381,Femenino,71,Metropolitana de Santiago,4,Capital City,Silent Generation,0.79773396,0.24942534
20382,Masculino,39,Metropolitana de Santiago,6,Capital City,Generation X,0.7089064,0.2891723
20383,Masculino,25,Metropolitana de Santiago,3,Capital City,Generation Z,0.35229453,0.2781645
20384,Masculino,31,Metropolitana de Santiago,6,Capital City,Millennial,0.7650899,0.13351858
20385,Masculino,48,Los Lagos,7,Region,Generation X,0.6244283,0.23497728
20386,Femenino,64,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.32716352,0.3110045
20387,Masculino,24,Metropolitana de Santiago,3,Capital City,Generation Z,0.6635467,0.34855857
20388,Masculino,27,Metropolitana de Santiago,10,Capital City,Millennial,0.593081,0.2538612
20389,Femenino,27,Valparaíso,3,Region,Millennial,0.32896203,0.35906342
20390,Masculino,67,Metropolitana de Santiago,10,Capital City,Baby Boomer,0.7444131,0.35817936
20391,Femenino,57,Metropolitana de Santiago,8,Capital City,Baby Boomer,0.7991069,0.25331286
20392,Femenino,28,Metropolitana de Santiago,3,Capital City,Millennial,0.35783154,0.2975032
20393,Femenino,46,Aysén,2,Region,Generation X,0.30293983,0.25607276
20394,Masculino,53,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.32631883,0.28831816
20395,Masculino,20,Metropolitana de Santiago,1,Capital City,Generation Z,0.19070494,0.3056551
20396,Masculino,34,Los Lagos,7,Region,Millennial,0.4522487,0.28718644
20397,Femenino,26,Metropolitana de Santiago,2,Capital City,Millennial,0.34728903,0.27686927
20398,Masculino,66,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.7503828,0.26211306
20399,Femenino,45,Metropolitana de Santiago,2,Capital City,Generation X,0.29545385,0.2511194
20400,Femenino,26,Metropolitana de Santiago,8,Capital City,Millennial,0.5699191,0.3118508
20401,Femenino,25,Metropolitana de Santiago,2,Capital City,Generation Z,0.22926576,0.598596
20402,Femenino,28,Metropolitana de Santiago,0,Capital City,Millennial,0.23511891,0.32477558
20403,Masculino,37,Maule,6,Region,Millennial,0.7352653,0.18980476
20404,Masculino,34,Biobío,6,Region,Millennial,0.4675857,0.2883256
20405,Femenino,34,Metropolitana de Santiago,9,Capital City,Millennial,0.8450827,0.2898911
20406,Masculino,27,Metropolitana de Santiago,10,Capital City,Millennial,0.48259124,0.30754355
20407,Femenino,28,Metropolitana de Santiago,2,Capital City,Millennial,0.2680681,0.31562403
20408,Femenino,30,Araucanía,2,Region,Millennial,0.26310256,0.26016364
20409,Masculino,32,Metropolitana de Santiago,2,Capital City,Millennial,0.2709115,0.27584445
20410,Masculino,25,Metropolitana de Santiago,6,Capital City,Generation Z,0.64118034,0.24478033
20411,Masculino,18,Valparaíso,10,Region,Generation Z,0.35195276,0.5585922
20412,Masculino,22,Valparaíso,3,Region,Generation Z,0.3491379,0.23658302
20413,Masculino,33,Metropolitana de Santiago,10,Capital City,Millennial,0.9185927,0.2978906
20414,Masculino,58,Ñuble,10,Region,Baby Boomer,0.70714235,0.2084808
20415,Masculino,37,Metropolitana de Santiago,4,Capital City,Millennial,0.37511528,0.221149
20416,Femenino,34,Metropolitana de Santiago,3,Capital City,Millennial,0.2390823,0.44077176
20417,Masculino,41,Metropolitana de Santiago,8,Capital City,Generation X,0.47806454,0.27549464
20418,Femenino,23,Metropolitana de Santiago,7,Capital City,Generation Z,0.6604471,0.51335514
20419,Masculino,48,Metropolitana de Santiago,6,Capital City,Generation X,0.83293885,0.22208707
20420,Masculino,37,Metropolitana de Santiago,7,Capital City,Millennial,0.61159235,0.31829748
20421,Masculino,30,Metropolitana de Santiago,7,Capital City,Millennial,0.53803724,0.21120326
20422,Masculino,30,Metropolitana de Santiago,3,Capital City,Millennial,0.35878465,0.22280161
20423,Masculino,40,Metropolitana de Santiago,8,Capital City,Generation X,0.45535856,0.2753265
20424,Masculino,33,Biobío,7,Region,Millennial,0.5650622,0.4067563
20425,Masculino,21,Metropolitana de Santiago,1,Capital City,Generation Z,0.28166178,0.31331968
20426,Masculino,62,Metropolitana de Santiago,7,Capital City,Baby Boomer,0.83797014,0.32669148
20427,Femenino,27,Metropolitana de Santiago,0,Capital City,Millennial,0.2935479,0.27846482
20428,Masculino,71,Metropolitana de Santiago,8,Capital City,Silent Generation,0.6132188,0.2619047
20429,Femenino,41,Metropolitana de Santiago,6,Capital City,Generation X,0.7510805,0.32951224
20430,Masculino,33,Los Lagos,6,Region,Millennial,0.7508725,0.26704073
20431,Masculino,25,Metropolitana de Santiago,2,Capital City,Generation Z,0.4310426,0.29024798
20432,Femenino,19,Metropolitana de Santiago,3,Capital City,Generation Z,0.50525117,0.38308358
20433,Masculino,74,Metropolitana de Santiago,8,Capital City,Silent Generation,0.79087764,0.19643737
20434,Masculino,24,Metropolitana de Santiago,6,Capital City,Generation Z,0.8187057,0.8718773
20435,Masculino,29,Ñuble,3,Region,Millennial,0.32135767,0.27453274
20436,Masculino,29,Metropolitana de Santiago,8,Capital City,Millennial,0.8809823,0.41037333
20437,Masculino,66,Metropolitana de Santiago,7,Capital City,Baby Boomer,0.40415695,0.470315
20438,Masculino,56,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.35261375,0.32505065
20439,Masculino,43,Maule,3,Region,Generation X,0.28737244,0.45135954
20440,Femenino,44,Metropolitana de Santiago,6,Capital City,Generation X,0.7783627,0.23785827
20441,Masculino,30,Metropolitana de Santiago,6,Capital City,Millennial,0.31315824,0.30158007
20442,Femenino,49,Metropolitana de Santiago,9,Capital City,Generation X,0.7897754,0.24412745
20443,Masculino,26,Metropolitana de Santiago,6,Capital City,Millennial,0.73759717,0.21170276
20444,Masculino,64,Metropolitana de Santiago,0,Capital City,Baby Boomer,0.77560896,0.31017688
20445,Femenino,26,Metropolitana de Santiago,1,Capital City,Millennial,0.32376122,0.22333778
20446,Masculino,25,Metropolitana de Santiago,10,Capital City,Generation Z,0.62637883,0.46555948
20447,Masculino,71,Metropolitana de Santiago,2,Capital City,Silent Generation,0.20311339,0.48657787
20448,Femenino,52,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.5990302,0.22100067
20449,Femenino,40,Metropolitana de Santiago,3,Capital City,Generation X,0.7929614,0.40286994
20450,Femenino,39,Los Ríos,8,Region,Generation X,0.81095284,0.26540083
20451,Femenino,40,Maule,2,Region,Generation X,0.3161843,0.5605853
20452,Femenino,38,Metropolitana de Santiago,4,Capital City,Millennial,0.7801283,0.76780653
20453,Masculino,33,Antofagasta,3,Region,Millennial,0.17631543,0.45424518
20454,Masculino,30,Metropolitana de Santiago,1,Capital City,Millennial,0.41060588,0.19112557
20455,Masculino,33,Biobío,2,Region,Millennial,0.47656053,0.34542555
20456,Femenino,54,Coquimbo,4,Region,Baby Boomer,0.40784007,0.27036148
20457,Masculino,55,Metropolitana de Santiago,8,Capital City,Baby Boomer,0.72270674,0.27917916
20458,Femenino,52,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.78937536,0.39168477
20459,Femenino,28,Metropolitana de Santiago,3,Capital City,Millennial,0.38355982,0.32546362
20460,Femenino,47,Metropolitana de Santiago,7,Capital City,Generation X,0.8765551,0.27244177
20461,Femenino,45,Metropolitana de Santiago,9,Capital City,Generation X,0.8172726,0.28219238
20462,Masculino,41,Metropolitana de Santiago,6,Capital City,Generation X,0.7052268,0.24830776
20463,Masculino,48,Metropolitana de Santiago,1,Capital City,Generation X,0.33747557,0.33768785
20464,Femenino,33,Metropolitana de Santiago,0,Capital City,Millennial,0.27725258,0.2817486
20465,Masculino,32,Metropolitana de Santiago,1,Capital City,Millennial,0.34358466,0.40192556
20466,Masculino,32,Metropolitana de Santiago,4,Capital City,Millennial,0.3806215,0.25161937
20467,Masculino,33,Metropolitana de Santiago,2,Capital City,Millennial,0.34548873,0.2899227
20468,Masculino,36,Metropolitana de Santiago,4,Capital City,Millennial,0.5874697,0.24279794
20469,Masculino,30,Metropolitana de Santiago,2,Capital City,Millennial,0.31551173,0.3269817
20470,Femenino,37,Metropolitana de Santiago,3,Capital City,Millennial,0.20714983,0.4672917
20471,Masculino,32,Metropolitana de Santiago,4,Capital City,Millennial,0.29765105,0.25816146
20472,Femenino,25,Metropolitana de Santiago,7,Capital City,Generation Z,0.8705845,0.46583334
20473,Femenino,50,Metropolitana de Santiago,2,Capital City,Generation X,0.3557539,0.23682946
20474,Masculino,36,Metropolitana de Santiago,3,Capital City,Millennial,0.32774603,0.2755328
20475,Masculino,23,Metropolitana de Santiago,8,Capital City,Generation Z,0.7544434,0.2207498
20476,Masculino,73,Valparaíso,2,Region,Silent Generation,0.3870615,0.27791375
20477,Masculino,57,Biobío,4,Region,Baby Boomer,0.6305175,0.39620367
20478,Femenino,34,Metropolitana de Santiago,6,Capital City,Millennial,0.50797015,0.19383733
20479,Femenino,42,Biobío,0,Region,Generation X,0.34815815,0.3227131
20481,Femenino,23,Metropolitana de Santiago,2,Capital City,Generation Z,0.37734315,0.3856266
20482,Masculino,28,Metropolitana de Santiago,4,Capital City,Millennial,0.4304553,0.20917466
20483,Femenino,41,Metropolitana de Santiago,3,Capital City,Generation X,0.3196926,0.29685035
20484,Masculino,25,Metropolitana de Santiago,3,Capital City,Generation Z,0.5560987,0.27068663
20485,Masculino,20,Metropolitana de Santiago,8,Capital City,Generation Z,0.65958494,0.24694678
20486,Masculino,51,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.6829788,0.24070954
20487,Femenino,60,Metropolitana de Santiago,9,Capital City,Baby Boomer,0.8807387,0.20845884
20488,Femenino,32,Metropolitana de Santiago,0,Capital City,Millennial,0.4550849,0.27599517
20490,Femenino,62,Metropolitana de Santiago,10,Capital City,Baby Boomer,0.6859793,0.23201422
20491,Masculino,32,Metropolitana de Santiago,7,Capital City,Millennial,0.34087747,0.26857722
20492,Masculino,45,Metropolitana de Santiago,0,Capital City,Generation X,0.4736788,0.21017903
20493,Masculino,29,Antofagasta,2,Region,Millennial,0.36165622,0.1984365
20494,Femenino,25,Metropolitana de Santiago,9,Capital City,Generation Z,0.62274474,0.4050566
20495,Masculino,32,Biobío,4,Region,Millennial,0.4033153,0.24583311
20496,Masculino,41,Metropolitana de Santiago,6,Capital City,Generation X,0.7187992,0.2359684
20497,Masculino,23,Metropolitana de Santiago,1,Capital City,Generation Z,0.4832896,0.18214725
20498,Masculino,44,Metropolitana de Santiago,2,Capital City,Generation X,0.44559306,0.22326143
20499,Femenino,46,Biobío,4,Region,Generation X,0.71091646,0.37486753
20500,Femenino,27,Metropolitana de Santiago,7,Capital City,Millennial,0.5796017,0.2780968
20501,Masculino,32,Biobío,2,Region,Millennial,0.4270667,0.33166555
20502,Masculino,34,Metropolitana de Santiago,1,Capital City,Millennial,0.20154831,0.30500442
20503,Masculino,32,Metropolitana de Santiago,1,Capital City,Millennial,0.55216926,0.23479497
20504,Femenino,49,Biobío,4,Region,Generation X,0.44619846,0.29824415
20505,Femenino,28,Metropolitana de Santiago,0,Capital City,Millennial,0.27821726,0.35956803
20506,Femenino,26,Metropolitana de Santiago,4,Capital City,Millennial,0.4134575,0.3278905
20507,Masculino,25,Biobío,7,Region,Generation Z,0.63898057,0.122733854
20508,Femenino,25,Metropolitana de Santiago,1,Capital City,Generation Z,0.27424854,0.23058075
20509,Masculino,27,Metropolitana de Santiago,2,Capital City,Millennial,0.30192998,0.29842317
20510,Femenino,57,Metropolitana de Santiago,10,Capital City,Baby Boomer,0.71286523,0.24328946
20511,Femenino,26,Metropolitana de Santiago,6,Capital City,Millennial,0.6735128,0.22323018
20512,Masculino,46,Metropolitana de Santiago,3,Capital City,Generation X,0.73768145,0.7200066
20513,Masculino,25,Biobío,6,Region,Generation Z,0.4973679,0.26044172
20514,Femenino,33,Biobío,10,Region,Millennial,0.5593443,0.4990433
20515,Femenino,45,Metropolitana de Santiago,7,Capital City,Generation X,0.7116289,0.27137524
20516,Masculino,52,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.48743528,0.21311438
20517,Masculino,30,Metropolitana de Santiago,0,Capital City,Millennial,0.3943524,0.27389032
20518,Masculino,35,Biobío,2,Region,Millennial,0.35149166,0.22857243
20519,Masculino,29,Metropolitana de Santiago,7,Capital City,Millennial,0.7101826,0.33129182
20520,Femenino,31,Metropolitana de Santiago,7,Capital City,Millennial,0.35897604,0.27587736
20521,Femenino,22,Metropolitana de Santiago,2,Capital City,Generation Z,0.275588,0.30288798
20522,Masculino,42,Metropolitana de Santiago,1,Capital City,Generation X,0.36730173,0.26007333
20523,Femenino,46,Metropolitana de Santiago,2,Capital City,Generation X,0.52115905,0.26344794
20524,Femenino,48,Metropolitana de Santiago,3,Capital City,Generation X,0.41715118,0.27257314
20525,Femenino,40,Maule,2,Region,Generation X,0.3190305,0.2536132
20526,Masculino,29,Metropolitana de Santiago,3,Capital City,Millennial,0.6624193,0.26791728
20527,Masculino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.6755646,0.47097418
20528,Masculino,51,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.2424469,0.31601086
20529,Masculino,20,Ñuble,2,Region,Generation Z,0.26164663,0.5789778
20530,Masculino,31,Metropolitana de Santiago,4,Capital City,Millennial,0.30612624,0.34563658
20531,Femenino,33,Metropolitana de Santiago,2,Capital City,Millennial,0.37097496,0.23347275
20532,Masculino,25,Metropolitana de Santiago,3,Capital City,Generation Z,0.28800997,0.26609805
20533,Masculino,57,Metropolitana de Santiago,6,Capital City,Baby Boomer,0.4979198,0.4096609
20534,Masculino,26,Araucanía,6,Region,Millennial,0.36448762,0.27912116
20535,Femenino,42,Metropolitana de Santiago,2,Capital City,Generation X,0.50622606,0.18500543
20536,Masculino,33,Metropolitana de Santiago,2,Capital City,Millennial,0.3278344,0.23053087
20537,Masculino,35,Metropolitana de Santiago,0,Capital City,Millennial,0.41111475,0.2644259
20538,Masculino,34,Metropolitana de Santiago,6,Capital City,Millennial,0.35466304,0.38466206
20539,Femenino,48,Metropolitana de Santiago,3,Capital City,Generation X,0.29290873,0.23214425
20540,Masculino,27,Valparaíso,2,Region,Millennial,0.4072351,0.27700552
20541,Masculino,25,Antofagasta,4,Region,Generation Z,0.25121254,0.29470992
20542,Masculino,58,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.36813632,0.2594212
20543,Femenino,35,Metropolitana de Santiago,4,Capital City,Millennial,0.6353068,0.24322183
20544,Femenino,29,Metropolitana de Santiago,4,Capital City,Millennial,0.42603824,0.25473356
20545,Masculino,40,Metropolitana de Santiago,7,Capital City,Generation X,0.67851925,0.5802519
20546,Masculino,38,Metropolitana de Santiago,4,Capital City,Millennial,0.42239252,0.2663307
20547,Masculino,32,Metropolitana de Santiago,8,Capital City,Millennial,0.7688209,0.3577837
20548,Femenino,35,Metropolitana de Santiago,2,Capital City,Millennial,0.44507277,0.24852845
20549,Masculino,48,Metropolitana de Santiago,2,Capital City,Generation X,0.43446693,0.24812803
20550,Masculino,34,Metropolitana de Santiago,3,Capital City,Millennial,0.27975014,0.4941111
20551,Femenino,33,Maule,3,Region,Millennial,0.34731725,0.22976758
20552,Masculino,34,Metropolitana de Santiago,0,Capital City,Millennial,0.3748054,0.41468456
20553,Masculino,59,Metropolitana de Santiago,2,Capital City,Baby Boomer,0.30498606,0.21281847
20554,Masculino,23,Biobío,6,Region,Generation Z,0.6981797,0.26843256
20555,Femenino,45,Metropolitana de Santiago,0,Capital City,Generation X,0.48486584,0.25955933
20556,Femenino,20,Metropolitana de Santiago,2,Capital City,Generation Z,0.35287997,0.39322668
20557,Femenino,23,Metropolitana de Santiago,3,Capital City,Generation Z,0.48269972,0.3259861
20558,Masculino,43,Los Lagos,6,Region,Generation X,0.6450887,0.10286194
20559,Masculino,40,Metropolitana de Santiago,3,Capital City,Generation X,0.22606687,0.23049156
20560,Masculino,34,Aysén,3,Region,Millennial,0.4558397,0.31405333
20561,Masculino,61,Metropolitana de Santiago,3,Capital City,Baby Boomer,0.3700264,0.2491509
20562,Masculino,27,Metropolitana de Santiago,9,Capital City,Millennial,0.6007245,0.31967753
20563,Masculino,22,Valparaíso,4,Region,Generation Z,0.3013976,0.3449668
20564,Femenino,24,Biobío,7,Region,Generation Z,0.76984096,0.29971913
20565,Femenino,44,Metropolitana de Santiago,9,Capital City,Generation X,0.7354363,0.39578867
20566,Masculino,45,Metropolitana de Santiago,6,Capital City,Generation X,0.7572805,0.26587746
20567,Femenino,39,Metropolitana de Santiago,2,Capital City,Generation X,0.37922084,0.27452737
20568,Masculino,57,Metropolitana de Santiago,8,Capital City,Baby Boomer,0.7843428,0.28229305
20569,Masculino,45,Metropolitana de Santiago,1,Capital City,Generation X,0.24311064,0.53494465
20570,Masculino,36,Valparaíso,7,Region,Millennial,0.8521954,0.22906473
20571,Masculino,45,Metropolitana de Santiago,2,Capital City,Generation X,0.56520367,0.3595733
20572,Femenino,27,Metropolitana de Santiago,8,Capital City,Millennial,0.6651578,0.6760413
20573,Femenino,43,Metropolitana de Santiago,4,Capital City,Generation X,0.34823546,0.30397493
20574,Femenino,30,Biobío,2,Region,Millennial,0.28485218,0.25808823
20575,Femenino,26,Metropolitana de Santiago,4,Capital City,Millennial,0.3122029,0.32403603
20576,Masculino,35,Metropolitana de Santiago,7,Capital City,Millennial,0.70884603,0.23893301
20577,Femenino,47,Metropolitana de Santiago,4,Capital City,Generation X,0.5431072,0.31481957
20578,Femenino,29,Metropolitana de Santiago,2,Capital City,Millennial,0.4064178,0.24405168
20579,Masculino,36,Metropolitana de Santiago,10,Capital City,Millennial,0.41743338,0.29553762
20580,Femenino,40,Metropolitana de Santiago,3,Capital City,Generation X,0.5133404,0.30027607
20581,Masculino,51,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.38637924,0.2858403
20582,Masculino,35,Metropolitana de Santiago,0,Capital City,Millennial,0.2715194,0.24164394
20583,Masculino,42,Valparaíso,4,Region,Generation X,0.4639126,0.29329082
20584,Femenino,42,Metropolitana de Santiago,2,Capital City,Generation X,0.2530561,0.24995992
20585,Masculino,27,Metropolitana de Santiago,9,Capital City,Millennial,0.80936027,0.22058782
20586,Masculino,25,Los Lagos,6,Region,Generation Z,0.6709675,0.7025394
20587,Masculino,49,Metropolitana de Santiago,2,Capital City,Generation X,0.61749846,0.2869839
20588,Femenino,36,Antofagasta,2,Region,Millennial,0.27775425,0.27260184
20589,Masculino,31,Metropolitana de Santiago,3,Capital City,Millennial,0.60898423,0.2851449
20590,Masculino,39,Valparaíso,4,Region,Generation X,0.2719603,0.35451853
20591,Masculino,38,Metropolitana de Santiago,7,Capital City,Millennial,0.74700874,0.5329663
20592,Femenino,26,Magallanes,1,Region,Millennial,0.26059967,0.28060699
20593,Masculino,30,Metropolitana de Santiago,3,Capital City,Millennial,0.27214417,0.28780824
20594,Masculino,29,Metropolitana de Santiago,2,Capital City,Millennial,0.54195446,0.19287013
20595,Masculino,20,Metropolitana de Santiago,6,Capital City,Generation Z,0.68093973,0.7391381
20596,Masculino,22,Los Lagos,2,Region,Generation Z,0.35194194,0.298642
20597,Masculino,48,Metropolitana de Santiago,0,Capital City,Generation X,0.35090393,0.35055664
20598,Masculino,43,Metropolitana de Santiago,1,Capital City,Generation X,0.32488742,0.24709418
20599,Masculino,47,Metropolitana de Santiago,2,Capital City,Generation X,0.52683187,0.23626809
20600,Masculino,24,Metropolitana de Santiago,0,Capital City,Generation Z,0.29492378,0.26197013
20601,Masculino,23,Metropolitana de Santiago,8,Capital City,Generation Z,0.73796487,0.27439004
20602,Masculino,34,Magallanes,2,Region,Millennial,0.47462583,0.5462551
20603,Masculino,42,Metropolitana de Santiago,2,Capital City,Generation X,0.5106643,0.23309858
20604,Femenino,53,Metropolitana de Santiago,1,Capital City,Baby Boomer,0.24787858,0.33562073
20605,Masculino,25,Biobío,2,Region,Generation Z,0.44521138,0.3306157
20606,Femenino,30,Metropolitana de Santiago,7,Capital City,Millennial,0.53845435,0.26727375
20607,Masculino,31,Metropolitana de Santiago,2,Capital City,Millennial,0.57130885,0.25604302
20608,Masculino,19,Metropolitana de Santiago,3,Capital City,Generation Z,0.21932848,0.33057746
20609,Masculino,38,Metropolitana de Santiago,8,Capital City,Millennial,0.47677535,0.57788473
20610,Masculino,32,Metropolitana de Santiago,8,Capital City,Millennial,0.64799887,0.27099755
20611,Femenino,32,Valparaíso,2,Region,Millennial,0.33500776,0.31273004
20612,Femenino,36,Metropolitana de Santiago,0,Capital City,Millennial,0.22590457,0.28773242
20613,Masculino,64,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.4145106,0.2675816
20614,Masculino,48,Metropolitana de Santiago,1,Capital City,Generation X,0.4913961,0.22979732
20615,Masculino,48,Metropolitana de Santiago,9,Capital City,Generation X,0.8820599,0.30241522
20616,Femenino,41,Metropolitana de Santiago,7,Capital City,Generation X,0.6608634,0.1862243
20617,Femenino,40,Metropolitana de Santiago,1,Capital City,Generation X,0.3108843,0.4333888
20618,Masculino,48,Metropolitana de Santiago,2,Capital City,Generation X,0.5306738,0.369383
20619,Masculino,65,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.60452425,0.2683872
20620,Masculino,27,Metropolitana de Santiago,8,Capital City,Millennial,0.50499046,0.24741423
20621,Masculino,44,Metropolitana de Santiago,6,Capital City,Generation X,0.66776067,0.35064042
20622,Masculino,28,Metropolitana de Santiago,4,Capital City,Millennial,0.40149665,0.30635592
20623,Masculino,54,Araucanía,2,Region,Baby Boomer,0.3768806,0.19914559
20624,Masculino,28,Metropolitana de Santiago,6,Capital City,Millennial,0.29531404,0.4528073
20625,Masculino,31,Coquimbo,3,Region,Millennial,0.5817034,0.25019145
20626,Masculino,45,Metropolitana de Santiago,0,Capital City,Generation X,0.8635802,0.38937625
20627,Masculino,63,Metropolitana de Santiago,10,Capital City,Baby Boomer,0.7952535,0.33645943
20628,Femenino,26,Metropolitana de Santiago,9,Capital City,Millennial,0.5179097,0.46869123
20629,Femenino,18,Metropolitana de Santiago,6,Capital City,Generation Z,0.5311025,0.30249342
