ID,sex,age,region,politica,region_custom,age_gen,z1,z2
10872,Femenino,53,Metropolitana de Santiago,7,Capital City,Baby Boomer,0.8205025,0.2512636
10873,Masculino,32,Antofagasta,4,Region,Millennial,0.2636094,0.4487596
10874,Masculino,50,Metropolitana de Santiago,7,Capital City,Generation X,0.659589,0.3640565
10875,Masculino,48,Metropolitana de Santiago,8,Capital City,Generation X,0.46546215,0.29358926
10876,Masculino,40,Coquimbo,6,Region,Generation X,0.47960654,0.22562778
10877,Femenino,36,Metropolitana de Santiago,8,Capital City,Millennial,0.79371387,0.2836992
10878,Masculino,30,Metropolitana de Santiago,10,Capital City,Millennial,0.8951709,0.29805988
10879,Masculino,31,Metropolitana de Santiago,2,Capital City,Millennial,0.48630464,0.37634626
10880,Masculino,37,Metropolitana de Santiago,4,Capital City,Millennial,0.33611757,0.26347786
10881,Masculino,35,Metropolitana de Santiago,8,Capital City,Millennial,0.83463347,0.33152497
10882,Femenino,26,Metropolitana de Santiago,7,Capital City,Millennial,0.6036395,0.39729622
10883,Masculino,32,Metropolitana de Santiago,10,Capital City,Millennial,0.7765586,0.34794495
10884,Masculino,30,Metropolitana de Santiago,6,Capital City,Millennial,0.36426547,0.26145285
10885,Masculino,39,Metropolitana de Santiago,7,Capital City,Generation X,0.93455565,0.29569182
10886,Femenino,48,Metropolitana de Santiago,10,Capital City,Generation X,0.80662465,0.2761412
10887,Femenino,36,Metropolitana de Santiago,3,Capital City,Millennial,0.2821867,0.3196438
10889,Masculino,55,Valparaíso,7,Region,Baby Boomer,0.8274835,0.21136045
10890,Masculino,54,Metropolitana de Santiago,8,Capital City,Baby Boomer,0.86568403,0.42937887
10891,Masculino,43,Metropolitana de Santiago,7,Capital City,Generation X,0.917269,0.755586
10892,Masculino,47,Metropolitana de Santiago,6,Capital City,Generation X,0.64467007,0.32379487
10893,Femenino,58,Valparaíso,4,Region,Baby Boomer,0.38207898,0.31676126
10894,Masculino,40,Metropolitana de Santiago,8,Capital City,Generation X,0.70229757,0.43256184
10895,Masculino,39,Metropolitana de Santiago,8,Capital City,Generation X,0.8630984,0.3744096
10896,Masculino,34,Tarapacá,6,Region,Millennial,0.601279,0.21735483
10897,Masculino,32,Metropolitana de Santiago,7,Capital City,Millennial,0.74119955,0.21199223
10898,Masculino,20,Metropolitana de Santiago,8,Capital City,Generation Z,0.58527005,0.67454815
10899,Masculino,34,Aysén,6,Region,Millennial,0.6507034,0.2634944
10900,Masculino,57,Metropolitana de Santiago,4,Capital City,Baby Boomer,0.53101283,0.23198447
10901,Masculino,33,Metropolitana de Santiago,7,Capital City,Millennial,0.84252656,0.4103045
10903,Femenino,58,Metropolitana de Santiago,8,Capital City,Baby Boomer,0.9063538,0.2537794
10904,Masculino,27,Metropolitana de Santiago,6,Capital City,Millennial,0.45704296,0.5186897
10905,Masculino,44,Metropolitana de Santiago,10,Capital City,Generation X,0.94747525,0.4352603
10906,Masculino,52,Los Ríos,10,Region,Baby Boomer,0.77690464,0.24284308
10907,Femenino,55,Araucanía,3,Region,Baby Boomer,0.3536059,0.34615642
10908,Masculino,45,Metropolitana de Santiago,7,Capital City,Generation X,0.62391716,0.24584088
10909,Masculino,25,Metropolitana de Santiago,6,Capital City,Generation Z,0.64103484,0.2173014
10910,Masculino,32,Maule,7,Region,Millennial,0.42238703,0.33243006
10911,Femenino,40,Metropolitana de Santiago,3,Capital City,Generation X,0.46600443,0.3770159
10912,Masculino,30,Metropolitana de Santiago,3,Capital City,Millennial,0.6248826,0.5832442
10913,Femenino,39,Metropolitana de Santiago,3,Capital City,Generation X,0.40476888,0.29651862
10914,Femenino,27,Metropolitana de Santiago,6,Capital City,Millennial,0.8204242,0.24624102
10915,Masculino,25,Valparaíso,4,Region,Generation Z,0.65938944,0.38251647
10916,Masculino,37,Metropolitana de Santiago,6,Capital City,Millennial,0.8616851,0.30974206
10917,Femenino,34,Maule,6,Region,Millennial,0.5310881,0.32282487
10918,Masculino,39,Metropolitana de Santiago,2,Capital City,Generation X,0.33882648,0.32855284
10920,Masculino,29,Metropolitana de Santiago,7,Capital City,Millennial,0.77053183,0.31645992
